批次,发布日期,规则,规则分类,KP ID,药品名,拼音首字母,医保编码数,医保编码(全部),检测逻辑,逻辑依据,备注
第一批,2025-05-23,药品儿童专用,医疗-药品,32244,小儿健脾贴膏,xejptg,5,ZA05AAX0408010104453; ZA05AAX0408010105040; ZA05AAX0408020104453; ZA05AAX0408020105040; ZA05AAX0408020205040,就诊人年龄超出儿童年龄限制,本品疏通经络，温中健脾。用于小儿消化不良。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32245,小儿健脾丸,xejpw,6,ZA09ABX0409010100166; ZA09ABX0409010102591; ZA09ABX0409010103494; ZA09ABX0409010103860; ZA09ABX0409010103891; ZA09ABX0409010105667,就诊人年龄超出儿童年龄限制,健脾、和胃、化滞。本品用于小儿脾胃虚弱引起的消化不良，不思饮食，大便溏泻，体弱无力。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32246,小儿健脾养胃颗粒,xejpywkl,1,ZZ01AAX0410010104875,就诊人年龄超出儿童年龄限制,本品用于健脾，调中，止泻。用于小儿脾虚所致的厌食，大便次数增多，稀溏的辅助治疗。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32247,小儿健脾止泻丸,xejpzxw,1,ZA05AAX0411010103891,就诊人年龄超出儿童年龄限制,温中，健脾，止泻。用于小儿脾胃受寒，水泻不止。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32255,小儿解热丸,xejrw,2,ZA06CCX0421010100960; ZA06CCX0421010200960,就诊人年龄超出儿童年龄限制,清热化痰，镇惊，息风。用于小儿感冒发烧、痰涎壅盛，高热惊风，项背强直，手足抽动，神昏不醒，呕吐咳嗽。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32239,小儿积散,xejs,1,ZA14CAX0400010105156,就诊人年龄超出儿童年龄限制,本品驱虫止痛，健脾益气。用于小儿蛔虫、蛲虫等症之腹痛、面黄、体弱、偏食、食滞疳积、肛门瘙痒等。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32248,小儿健身片,xejsp,1,ZA09ABX0412010100962,就诊人年龄超出儿童年龄限制,健胃消食，强身益气。用于小儿消化不良，停食停乳，体质虚弱。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32260,小儿久嗽丸,xejsw,1,ZA04CAX0429010100960,就诊人年龄超出儿童年龄限制,疏风解热，止嗽化痰。用于肺热咳嗽，痰多而稠，久嗽不已及百日咳。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32249,小儿健胃糖浆,xejwtj,15,ZA14AAX0414010100362; ZA14AAX0414010100424; ZA14AAX0414010100488; ZA14AAX0414010100705; ZA14AAX0414010103008; ZA14AAX0414010104485; ZA14AAX0414010104557; ZA14AAX0414010203008; ZA14AAX0414010204485; ZA14AAX0414010303008; ZA14AAX0414020100362; ZA14AAX0414020104485; ZA14AAX0414020104557; ZA14AAX0414020203008; ZA14AAX0414020204485,就诊人年龄超出儿童年龄限制,本品健脾消食，清热养阴。用于脾胃阴虚所致的食欲减退，消化不良。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32169,小儿荆杏止咳颗粒,xejxzkkl,3,ZA06BCX0942010104920; ZA06BCX0942010204920; ZA06BCX0942010304920,参保人年龄超出儿童年龄限制,疏风散寒，宣肺清热，祛痰止咳。用于小儿外感风寒化热的轻度急性支气管炎引起的咳嗽，咯痰、痰黄，咽部红肿等症。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32112,小儿咳喘颗粒,xekckl,4,ZA06BBX0433010102458; ZA06BBX0433010202458; ZA06BBX0433020102458; ZA06BBX0433020202458,参保人年龄超出儿童年龄限制,清热宣肺，化痰止咳，降逆平喘。用于小儿痰热壅肺所致的咳嗽、发热、痰多、气喘。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32113,小儿咳喘灵合剂,xekclhj,2,ZA06CAX0916010102816; ZA06CAX0916020102816,参保人年龄超出儿童年龄限制,宣肺，止咳，平喘。用于发热或不发热，咳嗽有痰，气促。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32115,小儿咳喘灵口服液,xekclkfy,224,ZA06CAX0435010100072; ZA06CAX0435010100252; ZA06CAX0435010100705; ZA06CAX0435010100862; ZA06CAX0435010100972; ZA06CAX0435010101010; ZA06CAX0435010101219; ZA06CAX0435010101283; ZA06CAX0435010101343; ZA06CAX0435010101442; ZA06CAX0435010101463; ZA06CAX0435010101793; ZA06CAX0435010101825; ZA06CAX0435010101945; ZA06CAX0435010101950; ZA06CAX0435010102192; ZA06CAX0435010102273; ZA06CAX0435010102281; ZA06CAX0435010102406; ZA06CAX0435010102450; ZA06CAX0435010102477; ZA06CAX0435010102537; ZA06CAX0435010102615; ZA06CAX0435010102778; ZA06CAX0435010102884; ZA06CAX0435010102995; ZA06CAX0435010103020; ZA06CAX0435010103097; ZA06CAX0435010103141; ZA06CAX0435010103147; ZA06CAX0435010103154; ZA06CAX0435010103173; ZA06CAX0435010103240; ZA06CAX0435010103257; ZA06CAX0435010103263; ZA06CAX0435010103471; ZA06CAX0435010103670; ZA06CAX0435010103673; ZA06CAX0435010103891; ZA06CAX0435010103969; ZA06CAX0435010104012; ZA06CAX0435010104117; ZA06CAX0435010104138; ZA06CAX0435010104186; ZA06CAX0435010104193; ZA06CAX0435010104198; ZA06CAX0435010104201; ZA06CAX0435010104220; ZA06CAX0435010104366; ZA06CAX0435010104456; ZA06CAX0435010104487; ZA06CAX0435010104618; ZA06CAX0435010104714; ZA06CAX0435010104721; ZA06CAX0435010104737; ZA06CAX0435010105014; ZA06CAX0435010105138; ZA06CAX0435010105204; ZA06CAX0435010105304; ZA06CAX0435010105329; ZA06CAX0435010105379; ZA06CAX0435010105549; ZA06CAX0435010105667; ZA06CAX0435010105856; ZA06CAX0435010105880; ZA06CAX0435010105886; ZA06CAX0435010105966; ZA06CAX0435010106187; ZA06CAX0435010185037; ZA06CAX0435010200252; ZA06CAX0435010201283; ZA06CAX0435010201442; ZA06CAX0435010201793; ZA06CAX0435010201950; ZA06CAX0435010202192; ZA06CAX0435010202281; ZA06CAX0435010202884; ZA06CAX0435010202995; ZA06CAX0435010203020; ZA06CAX0435010203154; ZA06CAX0435010203173; ZA06CAX0435010203263; ZA06CAX0435010203471; ZA06CAX0435010203670; ZA06CAX0435010203891; ZA06CAX0435010203969; ZA06CAX0435010204012; ZA06CAX0435010204117; ZA06CAX0435010204138; ZA06CAX0435010204186; ZA06CAX0435010204198; ZA06CAX0435010204201; ZA06CAX0435010204220; ZA06CAX0435010204366; ZA06CAX0435010204487; ZA06CAX0435010204618; ZA06CAX0435010204714; ZA06CAX0435010204721; ZA06CAX0435010204737; ZA06CAX0435010205014; ZA06CAX0435010205138; ZA06CAX0435010205204; ZA06CAX0435010205304; ZA06CAX0435010205379; ZA06CAX0435010205549; ZA06CAX0435010205856; ZA06CAX0435010205880; ZA06CAX0435010205966; ZA06CAX0435010285037; ZA06CAX0435010300252; ZA06CAX0435010302192; ZA06CAX0435010303020; ZA06CAX0435010303154; ZA06CAX0435010303173; ZA06CAX0435010303263; ZA06CAX0435010303471; ZA06CAX0435010303670; ZA06CAX0435010303891; ZA06CAX0435010304117; ZA06CAX0435010304186; ZA06CAX0435010304198; ZA06CAX0435010304721; ZA06CAX0435010305138; ZA06CAX0435010305204; ZA06CAX0435010305379; ZA06CAX0435010400252; ZA06CAX0435010402192; ZA06CAX0435010403173; ZA06CAX0435010403263; ZA06CAX0435010403670; ZA06CAX0435010403891; ZA06CAX0435010404186; ZA06CAX0435010404198; ZA06CAX0435010404721; ZA06CAX0435010405138; ZA06CAX0435010503263; ZA06CAX0435010503670; ZA06CAX0435010504186; ZA06CAX0435010504198; ZA06CAX0435010504721; ZA06CAX0435010603263; ZA06CAX0435010603670; ZA06CAX0435010604186; ZA06CAX0435010604198; ZA06CAX0435010604721; ZA06CAX0435010703263; ZA06CAX0435010703670; ZA06CAX0435010704198; ZA06CAX0435010803263; ZA06CAX0435020100072; ZA06CAX0435020100862; ZA06CAX0435020101010; ZA06CAX0435020101508; ZA06CAX0435020102192; ZA06CAX0435020102273; ZA06CAX0435020102406; ZA06CAX0435020103173; ZA06CAX0435020103240; ZA06CAX0435020103670; ZA06CAX0435020104198; ZA06CAX0435020105138; ZA06CAX0435020105204; ZA06CAX0435020105329; ZA06CAX0435020200862; ZA06CAX0435020201508; ZA06CAX0435020202273; ZA06CAX0435020202406; ZA06CAX0435020203173; ZA06CAX0435020203240; ZA06CAX0435020203670; ZA06CAX0435020205138; ZA06CAX0435020300862; ZA06CAX0435020303240; ZA06CAX0435020303670; ZA06CAX0435020305138; ZA06CAX0435020400862; ZA06CAX0435020403240; ZA06CAX0435020403670; ZA06CAX0435020405138; ZA06CAX0435020500862; ZA06CAX0435020503240; ZA06CAX0435020503670; ZA06CAX0435020505138; ZA06CAX0435020603240; ZA06CAX0435020603670; ZA06CAX0435020605138; ZA06CAX0435020703240; ZA06CAX0435020703670; ZA06CAX0435020803240; ZA06CAX0435020803670; ZA06CAX0435020903670; ZA06CAX0435021003670; ZA06CAX0435021103670; ZA06CAX0435021203670; ZA06CAX0435021303670; ZA06CAX0435021403670; ZA06CAX0435021503670; ZA06CAX0435021603670; ZA06CAX0435021703670; ZA06CAX0435021803670; ZA06CAX0435021903670; ZA06CAX0435022003670; ZA06CAX0435022103670; ZA06CAX0435022203670; ZA06CAX0435022303670; ZA06CAX0435022403670; ZA06CAX0435022503670; ZA06CAX0435022603670; ZA06CAX0435022703670; ZA06CAX0435022803670; ZA06CAX0435022903670; ZA06CAX0435023003670; ZA06CAX0435023103670; ZA06CAX0435023203670; ZA06CAX0435023303670; ZA06CAX0435030100862; ZA06CAX0435030102192; ZA06CAX0435030103173; ZA06CAX0435030103240; ZA06CAX0435030103670; ZA06CAX0435030105966; ZA06CAX0435030203670; ZA06CAX0435030303670; ZA06CAX0435040100862,参保人年龄超出儿童年龄限制,宣肺、清热，止咳、祛痰。用于上呼吸道感染引起的咳嗽。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32114,小儿咳喘灵颗粒,xekclkl,342,ZA06CAX0434010100026; ZA06CAX0434010100072; ZA06CAX0434010100093; ZA06CAX0434010100252; ZA06CAX0434010100311; ZA06CAX0434010100312; ZA06CAX0434010100324; ZA06CAX0434010100360; ZA06CAX0434010100368; ZA06CAX0434010100381; ZA06CAX0434010100396; ZA06CAX0434010100427; ZA06CAX0434010100428; ZA06CAX0434010100467; ZA06CAX0434010100574; ZA06CAX0434010100705; ZA06CAX0434010100975; ZA06CAX0434010101055; ZA06CAX0434010101301; ZA06CAX0434010101463; ZA06CAX0434010101493; ZA06CAX0434010101566; ZA06CAX0434010101793; ZA06CAX0434010101835; ZA06CAX0434010101874; ZA06CAX0434010101878; ZA06CAX0434010101890; ZA06CAX0434010101899; ZA06CAX0434010101912; ZA06CAX0434010101916; ZA06CAX0434010101928; ZA06CAX0434010101939; ZA06CAX0434010101945; ZA06CAX0434010101948; ZA06CAX0434010101994; ZA06CAX0434010102023; ZA06CAX0434010102131; ZA06CAX0434010102175; ZA06CAX0434010102237; ZA06CAX0434010102279; ZA06CAX0434010102303; ZA06CAX0434010102304; ZA06CAX0434010102374; ZA06CAX0434010102380; ZA06CAX0434010102458; ZA06CAX0434010102477; ZA06CAX0434010102497; ZA06CAX0434010102573; ZA06CAX0434010102601; ZA06CAX0434010102610; ZA06CAX0434010102625; ZA06CAX0434010102628; ZA06CAX0434010102729; ZA06CAX0434010102801; ZA06CAX0434010102816; ZA06CAX0434010102826; ZA06CAX0434010102891; ZA06CAX0434010102941; ZA06CAX0434010102971; ZA06CAX0434010102973; ZA06CAX0434010103014; ZA06CAX0434010103050; ZA06CAX0434010103065; ZA06CAX0434010103082; ZA06CAX0434010103263; ZA06CAX0434010103357; ZA06CAX0434010103359; ZA06CAX0434010103389; ZA06CAX0434010103422; ZA06CAX0434010103437; ZA06CAX0434010103560; ZA06CAX0434010103728; ZA06CAX0434010103814; ZA06CAX0434010103897; ZA06CAX0434010104066; ZA06CAX0434010104085; ZA06CAX0434010104138; ZA06CAX0434010104155; ZA06CAX0434010104178; ZA06CAX0434010104452; ZA06CAX0434010104737; ZA06CAX0434010104803; ZA06CAX0434010104921; ZA06CAX0434010105020; ZA06CAX0434010105101; ZA06CAX0434010105106; ZA06CAX0434010105117; ZA06CAX0434010105152; ZA06CAX0434010105156; ZA06CAX0434010105160; ZA06CAX0434010105256; ZA06CAX0434010105359; ZA06CAX0434010105378; ZA06CAX0434010105404; ZA06CAX0434010105414; ZA06CAX0434010105699; ZA06CAX0434010105774; ZA06CAX0434010105858; ZA06CAX0434010105867; ZA06CAX0434010105878; ZA06CAX0434010105892; ZA06CAX0434010105894; ZA06CAX0434010105903; ZA06CAX0434010106477; ZA06CAX0434010200093; ZA06CAX0434010200311; ZA06CAX0434010200312; ZA06CAX0434010200360; ZA06CAX0434010200368; ZA06CAX0434010200381; ZA06CAX0434010200975; ZA06CAX0434010201301; ZA06CAX0434010201463; ZA06CAX0434010201566; ZA06CAX0434010201835; ZA06CAX0434010201874; ZA06CAX0434010201878; ZA06CAX0434010201899; ZA06CAX0434010201928; ZA06CAX0434010202023; ZA06CAX0434010202237; ZA06CAX0434010202279; ZA06CAX0434010202303; ZA06CAX0434010202304; ZA06CAX0434010202729; ZA06CAX0434010202801; ZA06CAX0434010203014; ZA06CAX0434010203050; ZA06CAX0434010203082; ZA06CAX0434010203263; ZA06CAX0434010203814; ZA06CAX0434010204178; ZA06CAX0434010204452; ZA06CAX0434010204803; ZA06CAX0434010204921; ZA06CAX0434010205101; ZA06CAX0434010205160; ZA06CAX0434010205256; ZA06CAX0434010205699; ZA06CAX0434010205774; ZA06CAX0434010205858; ZA06CAX0434010205892; ZA06CAX0434010300311; ZA06CAX0434010300312; ZA06CAX0434010300360; ZA06CAX0434010300381; ZA06CAX0434010300975; ZA06CAX0434010301835; ZA06CAX0434010301878; ZA06CAX0434010302023; ZA06CAX0434010302237; ZA06CAX0434010302279; ZA06CAX0434010302304; ZA06CAX0434010302663; ZA06CAX0434010302729; ZA06CAX0434010303050; ZA06CAX0434010303263; ZA06CAX0434010304803; ZA06CAX0434010304921; ZA06CAX0434010305101; ZA06CAX0434010305256; ZA06CAX0434010305699; ZA06CAX0434010305774; ZA06CAX0434010400311; ZA06CAX0434010400360; ZA06CAX0434010402023; ZA06CAX0434010402304; ZA06CAX0434010403263; ZA06CAX0434010404803; ZA06CAX0434010404921; ZA06CAX0434010405101; ZA06CAX0434010405699; ZA06CAX0434010500360; ZA06CAX0434010504921; ZA06CAX0434020100072; ZA06CAX0434020100252; ZA06CAX0434020100311; ZA06CAX0434020100312; ZA06CAX0434020100324; ZA06CAX0434020100360; ZA06CAX0434020100396; ZA06CAX0434020100975; ZA06CAX0434020101055; ZA06CAX0434020101301; ZA06CAX0434020101566; ZA06CAX0434020101740; ZA06CAX0434020101793; ZA06CAX0434020101878; ZA06CAX0434020101899; ZA06CAX0434020101912; ZA06CAX0434020101928; ZA06CAX0434020101937; ZA06CAX0434020101945; ZA06CAX0434020101948; ZA06CAX0434020101994; ZA06CAX0434020102131; ZA06CAX0434020102175; ZA06CAX0434020102279; ZA06CAX0434020102601; ZA06CAX0434020102628; ZA06CAX0434020102888; ZA06CAX0434020102941; ZA06CAX0434020102971; ZA06CAX0434020103014; ZA06CAX0434020103041; ZA06CAX0434020103065; ZA06CAX0434020103240; ZA06CAX0434020103357; ZA06CAX0434020103389; ZA06CAX0434020103422; ZA06CAX0434020103423; ZA06CAX0434020104066; ZA06CAX0434020104085; ZA06CAX0434020104452; ZA06CAX0434020104803; ZA06CAX0434020104921; ZA06CAX0434020105101; ZA06CAX0434020105106; ZA06CAX0434020105160; ZA06CAX0434020105359; ZA06CAX0434020105404; ZA06CAX0434020105414; ZA06CAX0434020105548; ZA06CAX0434020105774; ZA06CAX0434020105858; ZA06CAX0434020105892; ZA06CAX0434020105894; ZA06CAX0434020106477; ZA06CAX0434020200072; ZA06CAX0434020200252; ZA06CAX0434020200360; ZA06CAX0434020200396; ZA06CAX0434020201793; ZA06CAX0434020201878; ZA06CAX0434020201899; ZA06CAX0434020201928; ZA06CAX0434020201994; ZA06CAX0434020202175; ZA06CAX0434020202279; ZA06CAX0434020202628; ZA06CAX0434020203014; ZA06CAX0434020203240; ZA06CAX0434020204066; ZA06CAX0434020204085; ZA06CAX0434020204803; ZA06CAX0434020204921; ZA06CAX0434020205101; ZA06CAX0434020205548; ZA06CAX0434020205894; ZA06CAX0434020206477; ZA06CAX0434020300360; ZA06CAX0434020300396; ZA06CAX0434020301793; ZA06CAX0434020301878; ZA06CAX0434020301899; ZA06CAX0434020301928; ZA06CAX0434020301994; ZA06CAX0434020302279; ZA06CAX0434020302628; ZA06CAX0434020303240; ZA06CAX0434020304085; ZA06CAX0434020304803; ZA06CAX0434020305894; ZA06CAX0434020400312; ZA06CAX0434020400975; ZA06CAX0434020401793; ZA06CAX0434020401878; ZA06CAX0434020401899; ZA06CAX0434020402279; ZA06CAX0434020403240; ZA06CAX0434020404803; ZA06CAX0434020405894; ZA06CAX0434020500311; ZA06CAX0434020500312; ZA06CAX0434020501793; ZA06CAX0434020501899; ZA06CAX0434020501928; ZA06CAX0434020505894; ZA06CAX0434020601793; ZA06CAX0434020601899; ZA06CAX0434020603240; ZA06CAX0434020701793; ZA06CAX0434020701899; ZA06CAX0434020801793; ZA06CAX0434020801899; ZA06CAX0434020901793; ZA06CAX0434020901899; ZA06CAX0434021001793; ZA06CAX0434021001899; ZA06CAX0434021101793; ZA06CAX0434021101899; ZA06CAX0434021201899; ZA06CAX0434021301899; ZA06CAX0434030100311; ZA06CAX0434030100574; ZA06CAX0434030101055; ZA06CAX0434030101793; ZA06CAX0434030101878; ZA06CAX0434030101948; ZA06CAX0434030102131; ZA06CAX0434030103240; ZA06CAX0434030103357; ZA06CAX0434030103422; ZA06CAX0434030104085; ZA06CAX0434030104452; ZA06CAX0434030105101; ZA06CAX0434030105160; ZA06CAX0434030105414; ZA06CAX0434030105894; ZA06CAX0434030200574; ZA06CAX0434030205160; ZA06CAX0434030205414; ZA06CAX0434030205894; ZA06CAX0434030305160; ZA06CAX0434030305414; ZA06CAX0434030405160; ZA06CAX0434030505160; ZA06CAX0434030605160; ZA06CAX0434040101899; ZA06CAX0434040101948; ZA06CAX0434040103240; ZA06CAX0434040104452; ZA06CAX0434040105894; ZA06CAX0434040204452; ZA06CAX0434050101948; ZA06CAX0434050103240; ZA06CAX0434060101948; ZA06CAX0434060103240; ZA06CAX0434060201948; ZA06CAX0434060203240; ZA06CAX0434060301948; ZA06CAX0434060303240; ZA06CAX0434060403240; ZA06CAX0434060503240; ZA06CAX0434070101948; ZA06CAX0434070103240; ZA06CAX0434080101948; ZA06CAX0434090101948; ZA06CAX0434090201948; ZA06CAX0434100101948; ZA06CAX0434110101948; ZA06CAX0434110201948,参保人年龄超出儿童年龄限制,宣肺、清热，止咳、祛痰。用于上呼吸道感染引起的咳嗽。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32225,小儿咳喘灵泡腾颗粒,xekclptkl,5,ZA06CAX0436010101899; ZA06CAX0436010201899; ZA06CAX0436020101899; ZA06CAX0436020301899; ZA06CAX0436020401899,就诊人年龄超出儿童年龄限制,宣肺、清热，止咳、祛痰。用于上呼吸道感染引起的咳嗽。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32226,小儿咳喘灵泡腾片,xekclptp,2,ZA06CBX0890010179232; ZA06CBX0890010279232,就诊人年龄超出儿童年龄限制,宣肺、清热，止咳、祛痰。用于上呼吸道感染引起的咳嗽。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32262,小儿抗惊片,xekjp,1,ZA15BAX0431010103510,就诊人年龄超出儿童年龄限制,平肝熄风，镇惊解抽。用于急慢惊风，撮口天吊，痰壅中满，夜啼不宁，便青。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32261,小儿康颗粒,xekkl,11,ZA14AAX0430010100467; ZA14AAX0430010105366; ZA14AAX0430010105754; ZA14AAX0430010200467; ZA14AAX0430010205366; ZA14AAX0430010205754; ZA14AAX0430010305754; ZA14AAX0430020105754; ZA14AAX0430020205366; ZA14AAX0430020205754; ZA14AAX0430030105754,就诊人年龄超出儿童年龄限制,健脾开胃，消食导滞，驱虫止痛，安神定惊。用于食滞虫痢，烦躁不安，精神疲倦，脘腹胀满，面色萎黄。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32227,小儿咳宁糖浆,xekntj,1,ZA06DAX0437010100946,就诊人年龄超出儿童年龄限制,宣肺，止咳，化痰。用于风热袭肺所致咳嗽。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32116,小儿咳嗽宁糖浆,xeksntj,3,ZA06CAX0438010102282; ZA06CAX0438010202282; ZA06CAX0438020102282,参保人年龄超出儿童年龄限制,宣肺，止咳，化痰。用于风热袭肺所致咳嗽。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32228,小儿咳嗽糖浆,xekstj,9,ZA06BBX0439010100465; ZA06BBX0439010200465; ZA06BBX0439010300465; ZA06BBX0439010400465; ZA06BBX0439010500465; ZA06BBX0439010600465; ZA06BBX0439010700465; ZA06BBX0439020100465; ZA06BBX0439030100465,就诊人年龄超出儿童年龄限制,本品祛痰止咳。用于小儿伤风咳嗽。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32263,小儿抗痫胶囊,xekxjn,5,ZA15DAX0432010100865; ZA15DAX0432010102685; ZA15DAX0432010200865; ZA15DAX0432020102685; ZA15DAX0432020202685,就诊人年龄超出儿童年龄限制,豁痰熄风，健脾理气。用于原发性全身性强直-阵挛发作型儿童癫痫风痰闭阻证，发作时症见四肢抽搐、口吐涎沫、二目上窜、甚至昏仆。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32266,小儿硫酸庆大霉素颗粒,xelsqdmskl,1,XJ01GBX119N001010105699,就诊人年龄超出儿童年龄限制,本品适用于敏感菌引起的痢疾、肠炎等肠道感染性疾病，也可用于术前清洗肠腔等。（药品说明书包含成人用法用量）,
第一批,2025-05-23,药品儿童专用,医疗-药品,32267,小儿硫酸亚铁糖浆,xelsyttj,13,XB03AAX117K001010101350; XB03AAX117K001010101859; XB03AAX117K001010101928; XB03AAX117K001010103538; XB03AAX117K001010103543; XB03AAX117K001010104605; XB03AAX117K001010104714; XB03AAX117K001010203543; XB03AAX117K001010303543; XB03AAX117K001010403543; XB03AAX117K001020101859; XB03AAX117K001020101928; XB03AAX117K001020105329,就诊人年龄超出儿童年龄限制,本品用于儿童各种原因(如慢性失血、营养不良、儿童发育期等)引起的缺铁性贫血。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32264,小儿利湿止泻颗粒,xelszxkl,6,ZA08BAX0440010105931; ZA08BAX0440010205931; ZA08BAX0440010305931; ZA08BAX0440010405931; ZA08BAX0440010505931; ZA08BAX0440020105931,就诊人年龄超出儿童年龄限制,利湿健脾止泻。用于湿邪困脾所致的小儿泄泻。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32265,小儿羚羊散,xelys,2,ZA04CAX0442010103041; ZA04CAX0442010203041,就诊人年龄超出儿童年龄限制,本品清热解毒，透疹止咳。用于麻疹隐伏，肺炎高热，嗜睡咳嗽喘促，咽喉肿痛。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32123,小儿麻甘颗粒,xemgkl,82,ZA06CBX0443010101793; ZA06CBX0443010101836; ZA06CBX0443010101864; ZA06CBX0443010101874; ZA06CBX0443010101875; ZA06CBX0443010101928; ZA06CBX0443010101945; ZA06CBX0443010102410; ZA06CBX0443010103103; ZA06CBX0443010103897; ZA06CBX0443010104189; ZA06CBX0443010104921; ZA06CBX0443010105069; ZA06CBX0443010105548; ZA06CBX0443010201836; ZA06CBX0443010201864; ZA06CBX0443010201874; ZA06CBX0443010201945; ZA06CBX0443010202410; ZA06CBX0443010203103; ZA06CBX0443010204189; ZA06CBX0443010204921; ZA06CBX0443010205548; ZA06CBX0443010301811; ZA06CBX0443010301836; ZA06CBX0443010302410; ZA06CBX0443010304921; ZA06CBX0443010305548; ZA06CBX0443010401836; ZA06CBX0443010404921; ZA06CBX0443010405548; ZA06CBX0443010501836; ZA06CBX0443020101793; ZA06CBX0443020101811; ZA06CBX0443020101836; ZA06CBX0443020101928; ZA06CBX0443020101945; ZA06CBX0443020102119; ZA06CBX0443020103897; ZA06CBX0443020104921; ZA06CBX0443020105548; ZA06CBX0443020105638; ZA06CBX0443020201793; ZA06CBX0443020201811; ZA06CBX0443020201836; ZA06CBX0443020201928; ZA06CBX0443020205548; ZA06CBX0443020205638; ZA06CBX0443020301793; ZA06CBX0443020305548; ZA06CBX0443020305638; ZA06CBX0443020401793; ZA06CBX0443020405548; ZA06CBX0443020405638; ZA06CBX0443020501793; ZA06CBX0443020505638; ZA06CBX0443020605638; ZA06CBX0443020705638; ZA06CBX0443020805638; ZA06CBX0443030101793; ZA06CBX0443030101928; ZA06CBX0443030104921; ZA06CBX0443030105638; ZA06CBX0443030201793; ZA06CBX0443030201811; ZA06CBX0443030204921; ZA06CBX0443030301811; ZA06CBX0443030304921; ZA06CBX0443030401811; ZA06CBX0443030404921; ZA06CBX0443030504921; ZA06CBX0443030604921; ZA06CBX0443040101793; ZA06CBX0443040101928; ZA06CBX0443040105638; ZA06CBX0443040201793; ZA06CBX0443040201928; ZA06CBX0443040301793; ZA06CBX0443040301928; ZA06CBX0443040401793; ZA06CBX0443040501793; ZA06CBX0443050101793,参保人年龄超出儿童年龄限制,平喘止咳，利咽祛痰。用于小儿肺炎喘咳，咽喉炎症。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32271,小儿磨积片,xemjp,3,ZA14AAX0447010100946; ZA14AAX0447020100946; ZA14AAX0447020200946,就诊人年龄超出儿童年龄限制,消食积，和胃，止呕，舒气宽胸。本品用于小儿消化不良，停乳，呕吐。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32270,小儿明目丸,xemmw,1,ZE01AAX0446010100960,就诊人年龄超出儿童年龄限制,本品清热明目，散风止痒。用于上焦热盛，两眼红肿，疼痒不安，二便不利。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32268,小儿美敏伪麻口服溶液,xemmwmkfry,1,XR05XXX219X001010100734,就诊人年龄超出儿童年龄限制,适用于感冒、枯草热或其他上呼吸道过敏引起的鼻塞、流涕、打喷嚏、咳嗽等症状的对症治疗。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32269,小儿秘通口服液,xemtkfy,6,ZZ01AAX0930020103845; ZZ01AAX0930020203845; ZZ01AAX0930020303845; ZZ01AAX0930020403845; ZZ01AAX0930020503845; ZZ01AAX0930020603845,就诊人年龄超出儿童年龄限制,润肠通便，消食健胃。本品用于功能性便秘。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32272,小儿牛黄清肺片,xenhqfp,5,ZA06CAX0449010101343; ZA06CAX0449010102685; ZA06CAX0449010103554; ZA06CAX0449010105667; ZA06CAX0449020102685,就诊人年龄超出儿童年龄限制,本品清热，化痰，止咳。用于肺热咳嗽。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32273,小儿牛黄清肺散,xenhqfs,13,ZA06CAX0450010101090; ZA06CAX0450010101204; ZA06CAX0450010101343; ZA06CAX0450010101352; ZA06CAX0450010103497; ZA06CAX0450010103868; ZA06CAX0450010103879; ZA06CAX0450010103918; ZA06CAX0450010201215; ZA06CAX0450010203497; ZA06CAX0450010203868; ZA06CAX0450010303497; ZA06CAX0450020103497,就诊人年龄超出儿童年龄限制,清热，化痰，止咳。用于肺热咳嗽。,
